2003.0,134.0,1421.0,29.0,71.2068965517,24.3793103448,56.7931034483,6.48275862069,18.0,15.9655172414,20.9310344828,12.275862069,23.1724137931,13.0344827586,16.2068965517,7.06896551724,3.0,19.1034482759,13.0,78.4482758621,1411.0,30.0,72.8,24.7333333333,55.2666666667,5.93333333333,18.5,17.4,28.0666666667,13.1666666667,24.8,14.2,15.2333333333,6.43333333333,2.23333333333,18.3,18.0,70.8333333333
2003.0,136.0,1112.0,28.0,85.2142857143,30.3214285714,65.7142857143,7.03571428571,20.0714285714,17.5357142857,25.0,15.1785714286,27.6428571429,17.6428571429,14.7857142857,8.46428571429,4.21428571429,17.75,25.0,70.25,1436.0,29.0,67.7931034483,24.8275862069,55.8620689655,5.27586206897,15.4827586207,12.8620689655,19.5517241379,12.9655172414,25.724137931,14.2068965517,14.0689655172,6.86206896552,2.96551724138,15.8965517241,19.0,63.1379310345
2003.0,136.0,1113.0,29.0,75.9655172414,27.2068965517,56.8965517241,4.0,12.5862068966,17.5517241379,26.2068965517,13.6896551724,23.3103448276,15.5517241379,14.0,5.20689655172,4.24137931034,19.4137931034,18.0,69.1724137931,1272.0,29.0,74.5172413793,26.275862069,60.0,7.0,20.0689655172,14.9655172414,22.8965517241,14.0689655172,25.9655172414,16.6206896552,13.7931034483,7.37931034483,5.06896551724,18.7586206897,23.0,65.8275862069
2003.0,136.0,1141.0,29.0,79.3448275862,26.6206896552,52.6896551724,6.8275862069,17.9310344828,19.275862069,25.1724137931,10.5862068966,23.275862069,15.6206896552,18.2413793103,7.10344827586,4.0,20.9655172414,23.0,73.2413793103,1166.0,33.0,79.2424242424,28.696969697,57.4545454545,7.9696969697,20.4848484848,13.8787878788,20.0303030303,10.8787878788,23.1818181818,16.8181818182,13.3636363636,8.39393939394,4.45454545455,17.2727272727,29.0,64.3333333333
2003.0,136.0,1143.0,29.0,74.4827586207,27.3448275862,58.724137931,6.41379310345,17.0344827586,13.3793103448,19.5172413793,11.2413793103,24.3793103448,16.0,14.1724137931,6.55172413793,2.79310344828,17.1034482759,21.0,69.7586206897,1301.0,30.0,72.4,24.3333333333,53.3333333333,7.96666666667,22.5,15.7666666667,20.4666666667,9.73333333333,22.0333333333,14.6666666667,14.2,7.76666666667,3.06666666667,18.6666666667,18.0,68.0
2003.0,136.0,1163.0,30.0,80.0333333333,29.5333333333,62.2,6.06666666667,15.7,14.9,22.1,14.7666666667,27.9,15.6333333333,15.8,5.93333333333,7.73333333333,18.4,21.0,71.4,1140.0,31.0,72.4516129032,24.0322580645,51.2580645161,6.1935483871,16.1290322581,18.1935483871,24.1612903226,10.8709677419,24.4193548387,13.4193548387,13.7419354839,6.93548387097,2.51612903226,21.4193548387,23.0,63.6774193548
2003.0,136.0,1181.0,30.0,81.9666666667,27.3666666667,60.3333333333,7.33333333333,20.6,19.9,28.0666666667,13.7666666667,23.1,13.8333333333,14.0333333333,8.5,5.13333333333,21.2666666667,24.0,70.4,1161.0,30.0,74.0,26.4,52.1,4.2,11.5666666667,17.0,24.2666666667,10.8,23.4666666667,15.5,16.1333333333,5.33333333333,4.23333333333,20.5666666667,17.0,72.6666666667
2003.0,136.0,1211.0,31.0,77.064516129,26.064516129,55.4516129032,7.16129032258,19.064516129,17.7741935484,24.6451612903,11.935483871,25.3225806452,15.7419354839,14.5483870968,6.8064516129,3.51612903226,18.6451612903,23.0,68.1935483871,1153.0,28.0,67.3214285714,22.8928571429,56.6785714286,6.67857142857,19.5,14.8571428571,21.5357142857,12.1428571429,23.3928571429,12.2857142857,10.6071428571,5.17857142857,4.25,18.9642857143,17.0,61.5
2003.0,136.0,1228.0,30.0,75.4333333333,27.1,55.8,7.43333333333,20.1666666667,13.8,19.1,9.73333333333,25.4,18.2666666667,13.1666666667,7.0,3.1,19.1333333333,24.0,61.4,1443.0,31.0,73.0967741935,25.7096774194,55.9032258065,7.70967741935,21.0322580645,13.9677419355,21.0967741935,12.1612903226,23.2580645161,14.1935483871,15.1612903226,7.06451612903,3.54838709677,18.4516129032,23.0,66.4193548387
2003.0,136.0,1242.0,30.0,81.3333333333,30.2333333333,62.3,4.8,14.1333333333,16.0666666667,24.1333333333,14.3,26.9,16.7333333333,14.9,10.1333333333,4.9,16.7,23.0,66.3666666667,1429.0,30.0,65.9666666667,23.7,51.9333333333,4.03333333333,12.1333333333,14.5333333333,20.2333333333,12.6333333333,22.3666666667,13.9,12.2333333333,5.06666666667,2.0,16.1,22.0,60.1
