"season","team","seed","games","ppg","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","wins","points_allowed","rpg","fg_percent","ft_percent","fg3_percent","total_possessions","total_points","ppp","total_points_allowed","dppp","efg","ts","win_percent","possessions_per_game","opp_team","opp_seed","opp_games","opp_ppg","opp_fgm","opp_fga","opp_fgm3","opp_fga3","opp_ftm","opp_fta","opp_or","opp_dr","opp_ast","opp_to","opp_stl","opp_blk","opp_pf","opp_wins","opp_points_allowed","opp_rpg","opp_fg_percent","opp_ft_percent","opp_fg3_percent","opp_total_possessions","opp_total_points","opp_ppp","opp_total_points_allowed","opp_dppp","opp_efg","opp_ts","opp_win_percent","opp_possessions_per_game","won"
2003,"Arizona",1,28,85.2142857143,30.3214285714,65.7142857143,7.03571428571,20.0714285714,17.5357142857,25,15.1785714286,27.6428571429,17.6428571429,14.7857142857,8.46428571429,4.21428571429,17.75,25,70.25,42.8214285715,46.1413043477726,70.1428571428,35.0533807829467,2136.9999999992,2386.0000000004,1.11651848385648,1967,0.920449227889909,51.4945652173334,55.5400372439468,89.2857142857143,76.3214285714,"Gonzaga",9,31,77.064516129,26.064516129,55.4516129032,7.16129032258,19.064516129,17.7741935484,24.6451612903,11.935483871,25.3225806452,15.7419354839,14.5483870968,6.8064516129,3.51612903226,18.6451612903,23,68.1935483871,37.2580645162,47.0040721349259,72.120418848286,37.5634517767099,2136.15999999869,2388.999999999,1.11836192045561,1909.4193548388,0.893855963429691,53.4613147178253,58.1219953677643,74.1935483870968,68.908387096732,1
2003,"Stanford",4,31,72.2580645161,25.6451612903,58.0322580645,6.93548387097,19.3870967742,14.0322580645,20.7741935484,13.7419354839,25.1290322581,14.6451612903,14.3225806452,5.51612903226,3.35483870968,18.5161290323,23,66.9677419355,38.870967742,44.1912173429417,67.5465838508121,35.7737104825289,2100.35999999998,2239.9999999991,1.06648384086496,2009.032258065,0.956518053126618,50.1667593107052,53.7851284119808,74.1935483870968,67.753548387096,"Connecticut",5,30,80.0333333333,29.5333333333,62.2,6.06666666667,15.7,14.9,22.1,14.7666666667,27.9,15.6333333333,15.8,5.93333333333,7.73333333333,18.4,21,71.4,42.6666666667,47.4812433011254,67.420814479638,38.6411889596815,2188.719999999,2400.999999999,1.09698819401298,2142,0.978654190577588,52.35798499459,55.637432104235,70,72.9573333333,0
2003,"Duke",3,30,81.9666666667,27.3666666667,60.3333333333,7.33333333333,20.6,19.9,28.0666666667,13.7666666667,23.1,13.8333333333,14.0333333333,8.5,5.13333333333,21.2666666667,24,70.4,36.8666666667,45.3591160221798,70.9026128265191,35.5987055016019,2188.47999999744,2459.000000001,1.12361090802926,2112,0.965053370376915,51.4364640884787,56.386667155893,80,72.949333333248,"C Michigan",11,29,79.3448275862,26.6206896552,52.6896551724,6.8275862069,17.9310344828,19.275862069,25.1724137931,10.5862068966,23.275862069,15.6206896552,18.2413793103,7.10344827586,4,20.9655172414,23,73.2413793103,33.8620689656,50.5235602094897,76.5753424659009,38.0769230768544,2071.19999999686,2300.9999999998,1.11095017381387,2197.241379309,1.06085427738139,57.0026178011177,62.2160934458239,79.3103448275862,71.420689655064,1
2003,"Kansas",2,30,81.3333333333,30.2333333333,62.3,4.8,14.1333333333,16.0666666667,24.1333333333,14.3,26.9,16.7333333333,14.9,10.1333333333,4.9,16.7,23,66.3666666667,41.2,48.5286249330658,66.5745856355892,33.9622641510235,2205.55999999956,2439.999999999,1.10629499990909,1991.000000001,0.902718583943034,52.3809523808989,55.7698988827619,76.6666666666667,73.518666666652,"Arizona St",10,29,75.9655172414,27.2068965517,56.8965517241,4,12.5862068966,17.5517241379,26.2068965517,13.6896551724,23.3103448276,15.5517241379,14,5.20689655172,4.24137931034,19.4137931034,18,69.1724137931,37,47.8181818181713,66.9736842104696,31.7808219176863,1993.39999999899,2203.0000000006,1.10514698505153,2075.172413793,1.04102157810477,51.3333333333251,55.5079621044689,62.0689655172414,68.737931034448,1
2003,"Marquette",3,28,78.3928571429,27.2142857143,56.25,5.78571428571,15.25,18.1785714286,23.6071428571,13.1071428571,24.0714285714,16.3214285714,13.5714285714,6,3.64285714286,18.6428571429,23,67.6785714286,37.1785714285,48.3809523809778,77.0045385781731,37.9391100702295,1878.83999999987,2195.0000000012,1.16827404143054,1895.0000000008,1.00860105171325,53.5238095238311,58.8206920208008,82.1428571428571,67.101428571424,"Missouri",6,31,71.7741935484,26.1612903226,59.1935483871,7.48387096774,20.9677419355,11.9677419355,18.1612903226,13.4838709677,25.9032258065,13.7419354839,13.6129032258,5.70967741935,4.32258064516,16.8709677419,21,66.4838709677,39.3870967742,44.1961852861338,65.8969804618303,35.692307692271,2086.72000000146,2225.0000000004,1.06626667688949,1861.5483870956,0.892093039360476,50.5177111716904,53.4157255896139,67.741935483871,67.313548387144,1
2003,"Illinois",4,30,75.4333333333,27.1,55.8,7.43333333333,20.1666666667,13.8,19.1,9.73333333333,25.4,18.2666666667,13.1666666667,7,3.1,19.1333333333,24,61.4,35.13333333333,48.5663082437276,72.2513089005236,36.859504132154,2029.1200000011,2262.999999999,1.11526178836036,1903.4,0.93804210692269,55.2270011947401,58.7450418457573,80,67.63733333337,"Notre Dame",5,31,80.0967741935,27.2258064516,60.6774193548,8.29032258065,21.7741935484,17.3548387097,22.8387096774,11.3870967742,26.8709677419,16.9032258065,12.7741935484,7.45161290323,5.64516129032,16.2258064516,22,71.1935483871,38.2580645161,44.8697501329154,75.988700565135,38.0740740740737,2235.51999999874,2482.9999999985,1.11070354995701,2207.0000000001,0.987242341827113,51.70122275387,56.6243409410212,70.9677419354839,72.113548387056,0
2003,"Oklahoma",1,30,71.1666666667,25.2666666667,56.5333333333,7.46666666667,18.9666666667,13.1666666667,18.6,12.1333333333,24.9666666667,14.1666666667,11.8,6.93333333333,3.76666666667,18.6,24,60.1666666667,37.1,44.6933962265004,70.788530466129,39.3673110720046,1931.52,2135.000000001,1.10534708416221,1805.000000001,0.934497183565793,51.2971698114129,54.9826939717875,80,64.384,"California",8,29,74.4827586207,27.3448275862,58.724137931,6.41379310345,17.0344827586,13.3793103448,19.5172413793,11.2413793103,24.3793103448,16,14.1724137931,6.55172413793,2.79310344828,17.1034482759,21,69.7586206897,35.6206896551,46.5648854961988,68.5512367490116,37.651821862404,2037.04000000007,2160.0000000003,1.06036209401888,2092.758620691,1.02735273764429,52.0258367586815,55.3267351079269,72.4137931034483,70.242758620692,1
2003,"Wisconsin",5,29,70.724137931,25.0344827586,53.8965517241,6.24137931034,17.3793103448,14.4137931034,19.4482758621,10.3103448276,22.5517241379,13.3103448276,10.5172413793,6.96551724138,2.8275862069,14.8275862069,22,58.6896551724,32.8620689655,46.4491362763859,74.1134751769385,35.9126984127276,1817.1599999986,2050.999999999,1.12868432058849,1701.9999999996,0.936626384028327,52.2392834292965,56.6211709622506,75.8620689655172,62.660689655124,"Tulsa",13,31,73.5161290323,26.3870967742,57.0322580645,6.64516129032,18.3225806452,14.0967741935,19.3870967742,11.1612903226,25.8064516129,14.7741935484,14.3225806452,7.58064516129,5,17.3225806452,22,65.2580645161,36.9677419355,46.2669683258163,72.7121464223552,36.2676056337121,2130.44000000019,2279.0000000013,1.06973207412605,1892.4838709669,0.888306580315209,52.0927601810193,56.0656157131763,70.9677419354839,68.723870967748,1
2003,"Wake Forest",2,29,78.4137931034,26.1379310345,57.2413793103,6.10344827586,17.724137931,20.0344827586,26.6206896552,14.7586206897,26.9310344828,14.5862068966,15.1034482759,6.41379310345,4.37931034483,18.4827586207,24,67.6206896552,41.6896551725,45.6626506024755,75.2590673573572,34.435797665425,2009.67999999885,2273.9999999986,1.13152342661513,2028.620689656,1.00942472913954,50.9939759036827,56.8590974555848,82.7586206896552,69.299310344788,"Auburn",10,30,70.1,25.7,54.7,5.63333333333,16.3333333333,13.0666666667,19.7333333333,11.9333333333,22.5666666667,13.4,15.9,8.03333333333,4.96666666667,16.3666666667,19,65.5666666667,34.5,46.9835466179159,66.216216216497,34.4897959184173,2020.48000000056,2103,1.04084178017076,1967.000000001,0.973531042128828,52.132845825713,55.2990302290975,63.3333333333333,67.349333333352,0
2003,"Louisville",4,30,81.8333333333,27.9666666667,60.8333333333,8.43333333333,23.4,17.4666666667,25.1,13.2,25.1,16.6,13.3666666667,7.2,4.73333333333,22.6666666667,24,68.4666666667,38.3,45.972602739806,69.5883134131474,36.0398860398718,2161.32,2454.999999999,1.13587992523041,1985.5333333343,0.918666987458729,52.9041095891221,56.9256882095454,80,72.044,"Butler",12,29,68.5862068966,24.0689655172,50.6551724138,8.48275862069,21.8620689655,11.9655172414,16.5517241379,7.8275862069,20.3793103448,12.9655172414,10.4137931034,6.34482758621,1.86206896552,16.0689655172,24,60.9310344828,28.2068965517,47.5153165417771,72.2916666669272,38.8012618296852,1755.1999999983,1989.0000000014,1.13320419325622,1767.0000000012,1.00672288058507,55.8883594280935,59.1893822164514,82.7586206896552,60.524137930976,0
