"season","team","seed","games","ppg","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","wins","points_allowed","rpg","fg_percent","ft_percent","fg3_percent","total_possessions","total_points","ppp","total_points_allowed","dppp","efg","ts","win_percent","possessions_per_game","opp_team","opp_seed","opp_games","opp_ppg","opp_fgm","opp_fga","opp_fgm3","opp_fga3","opp_ftm","opp_fta","opp_or","opp_dr","opp_ast","opp_to","opp_stl","opp_blk","opp_pf","opp_wins","opp_points_allowed","opp_rpg","opp_fg_percent","opp_ft_percent","opp_fg3_percent","opp_total_possessions","opp_total_points","opp_ppp","opp_total_points_allowed","opp_dppp","opp_efg","opp_ts","opp_win_percent","opp_possessions_per_game","won"
2003,"Arizona",1,-1.5,7.021949404775,2.307217261875,4.94367559525,0.46927083333,1.96703869045,1.9382440476,2.958258928575,1.087202380975,1.915699404775,2.0186011905,1.266517857125,1.06354166667,-0.018675595235,-0.770535714274999,0,4.45275297617501,3.00290178575,0.034153777734133,-0.627030559641682,-1.17350152085921,78.9599999992442,83.5000000003502,-0.00198433501796957,215.010416666225,0.0650620629514524,-0.0386577888610518,0.039825035007091,4.66517857142857,6.42462499997301,"Kansas",2,0.5,4.569472032375,2.8030192277,4.3365823137,-0.382579850625,-0.52479143495,-0.65398657235,0.760783807374999,1.201273240125,1.3684887971,1.325037740325,0.739873669150001,2.42563959953,0.017900842205,-1.290330526,0.75,0.139283727974998,2.569762037225,1.28062823945103,-5.02330877987285,-1.43057547552519,161.649999999443,179.499999998775,-0.000572559211984958,85.9758064523251,-0.0308760905954714,0.631449512512049,-0.483137909791949,0.952049896710633,4.20992761797,0
2003,"Kentucky",1,2.5,-0.661086309525004,0.454538690475001,-2.36436011905,-0.66019345238,-1.51063988095,-0.9099702381,-1.260491071425,-1.216369047625,-1.570907738125,0.563244047600001,0.543303571425,0.41175595238,0.860788690475,-1.145535714275,4,-1.70349702382499,-2.78727678575,2.63549255462716,-0.0931959731183696,-0.633661964822863,141.560000000044,178.49999999995,0.00942953246215916,-97.864583333775,-0.105246558908355,2.26559989375208,1.88783368299217,6.00446428571428,-1.159303571427,"Marquette",3,-1.5,1.628995841975,-0.2160283913,-1.7134176863,0.603134435085,0.59187523175,1.45791818955,0.234593331174999,0.00841609722500003,-1.4600826315,0.913132978424999,-0.58869775945,-1.70769373377,-1.239242014935,0.652526616899998,0.75,1.45118848987499,-1.451666534275,1.13295568736299,5.40664416271103,2.54627044368083,-165.070000000245,-65.499999999025,0.0614064823094644,-10.024193547875,0.0750063771747485,1.77430665544428,2.56765522824703,6.4282403729011,-2.20731047725801,0
2003,"Oklahoma",1,0.5,-7.02566964282501,-2.747544642825,-4.23727678575001,0.90022321429,0.862276785750002,-2.4308035714,-3.441741071425,-1.958035714325,-0.760491071425001,-1.4575892857,-1.719196428575,-0.46741071429,-0.466294642855,0.0794642857250025,-1,-5.63058035712499,-2.71852678575,-1.41375434353802,0.0186427636873532,3.14042876819871,-126.519999999956,-167.49999999905,-0.0131557347122333,-147.656249999475,-0.0177862609122317,-0.236053194781498,-0.517518237152188,-4.62053571428572,-5.512803571427,"Syracuse",3,-0.5,3.33958697497501,1.8110652047,4.2434788654,0.0587994597149999,1.20394419725,-0.341342894250001,0.248140129274997,1.211618067725,1.3650405212,-0.442778351574999,-0.53943667565,0.60265109382,2.393762911175,-1.4041236294,1.75,3.66916878537499,2.576658588925,-0.241344808967938,-2.25482872222916,-2.34936136567364,41.4899999999352,62.5000000008749,0.00706741738273586,121.975806450225,0.0384011056469983,-0.529990673320945,-1.08537269068518,7.04400391969914,2.60160577890602,0
2003,"Texas",1,-1.5,0.664806547574997,-0.0142113095249989,1.65796130955,-0.709300595239999,-1.31867559525,1.4025297619,1.743973214275,2.087202380975,0.415699404774998,-1.1242559524,-0.0906249999750006,-1.00788690476,-0.375818452385,1.836607142825,-3,2.881324404775,2.50290178575,-1.25589198882327,0.701583769072727,-1.33326528251663,-93.999999999332,-94.5000000012501,0.00571053726804371,30.5104166670249,0.0579707568691347,-1.99088891010954,-1.41014048084708,-6.04910714285715,0.247482142880997,"Michigan St",7,1.5,-9.53805484932501,-4.3980560411,-6.86664349279999,-0.279354044175,-1.27102799405,-0.462588722950002,-1.243517267825,-2.421307405075,-1.2734466868,-1.795392367175,0.388260765950001,-1.32059695958,-1.172421738445,2.0419275385,-3.25,-5.259641003225,-3.694754091875,-2.1722391178461,1.87149333939098,1.233666397518,-38.069999999133,-176.500000000625,-0.0679013404802151,-197.927419354675,-0.0825313922262756,-1.87576549463537,-0.999144627769887,-14.4242941893109,-4.604222919618,1
2004,"Connecticut",2,1.75,0.418628246750004,2.04626623375,3.56990665587499,-1.251420454545,-3.7403612013,-2.422483766275,-1.4179180195,2.8623173701075,4.0667613636,2.040077110375,-0.00172483765000031,-2.218952922075,2.738534902595,-2.197849025975,1,-0.482954545450006,6.9290787337075,0.565677652776678,-6.96087715494795,1.30223829737014,122.52000000189,150.499999999875,0.00391262525719394,78.6250000001501,-0.0160029626545208,-0.841611115790016,-2.11651657375889,-1.80600649350649,0.0819805195374954,"Alabama",8,-0.75,-1.716898044475,-1.420230631475,-1.281012091375,0.80753657262,1.337279817875,0.316026645775001,0.3472160024,-0.326895805325,-0.592345872525001,-2.804401776375,-0.148678907299999,-0.6101003881175,-0.36171443499,-0.369989923875,-4.5,1.9765170175,-0.919241677850003,-1.47949001281587,0.367895837047953,1.68102550835158,-75.3400000009708,-101.4999999997,-0.0100879412871282,161.75716524965,0.120668662929882,-0.628767641832482,-0.339121162872004,-13.7296611434543,-0.950020152294002,1
2004,"St Joseph's PA",1,-3.25,-0.886566558449999,-0.896374458849998,-2.280742694825,2.104640151515,4.2542275433,-1.198457792175,-2.1657535173,-2.7621415043225,-2.1680871212,0.333367153674999,-2.07531791125,0.772389069265001,-2.417309253245,-1.222740800875,1,-2.92234848485,-4.9302286255225,0.338294972673431,1.69516179830805,1.94983159744555,-301.160000000486,-281.500000000225,0.0286126074804431,-247.87500000005,0.0160181050308826,2.41189638311477,2.1128187981553,12.8043831168831,-2.5468506493645,"Oklahoma St",2,-0.75,4.283101955525,2.579769368525,0.0638154948250005,-1.50280825496,-4.524789147625,0.626371473375,0.898940140299999,-0.257930288124999,-0.419932079425003,1.402494775325,0.0237348857999997,0.8036927153325,0.1210441857,0.698975593324999,4.5,-1.5752071205,-0.677862367550006,4.53924202542353,0.0325403409615035,1.18553001282178,-26.300000000467,72.5000000003001,0.0509319188292652,-211.03593820075,-0.0961600691522153,3.18490191152104,2.85238906148477,17.3048216151664,0.741014330481988,0
2004,"Duke",1,0.75,1.07771915585,-0.512445887449999,-0.597706980525004,-0.457859848485,-0.178808171,2.560470779225,2.2137107684,0.965537067107499,-2.5743371212,-1.952347132025,0.397896374449999,0.973281926405001,0.823762175325,0.460294913424999,1,0.546401515149995,-1.6088000540925,-0.382773705558535,4.5523046553557,-1.93571236676269,43.7599999992981,92.5000000001751,0.0177898518543829,47.62499999995,0.00233536236802312,-0.747632204561384,0.421493608003388,0.750811688311686,-0.191314935086496,"Xavier",7,3.25,-3.499552171975,-1.771327810075,-0.644648454974998,1.2756661442,3.292347738475,-1.232562695925,-1.302731751,0.150638154975001,-0.895376175525001,-1.181622257075,-0.879086430799999,-0.0280732198875002,-1.22273846843,-2.078453873675,1.5,-3.108122481,-0.744738020550002,-2.62830063412129,-1.58987921864849,0.313818831858995,148.180000000341,128.4999999996,-0.0158400674933139,-68.3995745644499,-0.105745789337539,-1.43109449373575,-1.64279873090273,-2.65338110165696,-2.24757501119001,1
2004,"Georgia Tech",3,0.75,-0.609780844149995,-0.637445887449999,-0.691456980525004,-0.395359848485,-0.335058171,1.060470779225,1.3699607684,-1.0657129328925,0.675662878800001,-0.421097132025,1.67914637445,0.473281926405001,-1.144987824675,2.960294913425,-3,2.85890151515,-0.390050054092498,-0.521198919891582,0.713410701284232,-1.316357528053,134.879999999298,38.5000000001751,-0.0503150845920197,121.62499999995,-0.00235050474438492,-0.822653062763379,-0.417795832399811,-11.7491883116883,2.6561850649135,"Kansas",4,-1.75,0.933348260925001,0.611789073025001,1.861845051525,-0.58039446186,-0.104838408724998,0.290164576775,0.0565756082999975,0.434187938475,1.907654127475,2.583529258125,1.0040304523,-0.1655191073275,1.46340871772,1.749468204225,-1.5,2.70681258399999,2.34184206595,-0.431451378486365,1.18944304063905,-3.18037435303235,-46.5399999989029,-99.5000000002001,-0.0250039100488235,117.67834751555,0.0812371955598719,-1.12503977595281,-0.870469167710034,-0.921779370055233,2.45658083300199,1
2005,"Illinois",1,1.75,-2.695796676475,0.238636363624998,-0.849755620699995,0.6313294232675,0.918866080175,-3.804398827,-5.56700879765,-1.568695014675,-1.42148093845,1.300635386125,-2.683553274675,-1.4856304985375,-0.48369990225,-1.74105571845,4.25,-3.6098973607,-2.990175953125,1.15086733640969,1.16018951932607,1.39267665463322,-22.009999998606,50.9999999989004,0.0365360423078451,24.7000000001001,0.021775286717769,1.78242728061569,0.93288584055442,8.3455522971652,-4.41409775166599,"Arizona",3,2.5,5.8840245776,2.9913699204,5.30777300655,-0.620126379,-3.08915828795,0.521411115800001,-0.279852674175,2.2303623795875,0.0746875435999996,0.652478704125,1.958637061875,0.846257505930001,0.5850247870425,0.0248568635499993,4,4.984052506675,2.3050499231875,0.930065095466375,3.82178896981063,2.80794278855166,324.989999999488,377.250000000875,0.00679894757470656,306.341666668,-0.00515722408565211,-0.172710495343296,0.0291202227116116,6.45196201647816,4.91291251220049,1
2005,"Louisville",4,-0.25,0.428347996124998,-1.364491691075,-1.3267839687,1.5795210166175,3.034213098775,1.5778103617,1.73308895405,0.171285435025,1.60393450635,-1.339638318675,0.582331378325,-0.0574780058675,0.02754154448,1.32443792765,-0.75,-1.0859481916,1.775219941375,-1.24722858675715,1.54524597276495,1.82700308260935,-20.5299999996382,-6.99999999889997,0.00882719777871133,-17.3000000001998,0.0016676428315161,0.277231198268233,0.840078247438207,-1.52737047898339,-0.153178885618004,"West Virginia",7,0.5,-3.5568356375,-1.6459712331,-1.18587313225,1.46687264349,5.52569997205,-1.7317658148,-2.329706046675,-1.5936845412625,-2.4238461807,0.270269515425001,-1.502751012425,0.76512358609,0.7512026951525,-1.78452730065,-2,1.148275380575,-4.0175307219625,-1.92392804521364,-0.12211192690873,-2.56281304746265,-35.4500000005855,-74.7500000006253,-0.0177067567474323,48.3416666679,0.042099422747446,-0.492109779769379,-0.796021074436837,-7.6242843178327,-2.12001026394951,1
