"season","team","seed","games","ppg","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","wins","points_allowed","rpg","fg_percent","ft_percent","fg3_percent","total_possessions","total_points","ppp","total_points_allowed","dppp","efg","ts","win_percent","possessions_per_game","opp_team","opp_seed","opp_games","opp_ppg","opp_fgm","opp_fga","opp_fgm3","opp_fga3","opp_ftm","opp_fta","opp_or","opp_dr","opp_ast","opp_to","opp_stl","opp_blk","opp_pf","opp_wins","opp_points_allowed","opp_rpg","opp_fg_percent","opp_ft_percent","opp_fg3_percent","opp_total_possessions","opp_total_points","opp_ppp","opp_total_points_allowed","opp_dppp","opp_efg","opp_ts","opp_win_percent","opp_possessions_per_game","won"
2003,"Kansas",2,30,81.3333333333,30.2333333333,62.3,4.8,14.1333333333,16.0666666667,24.1333333333,14.3,26.9,16.7333333333,14.9,10.1333333333,4.9,16.7,23,66.3666666667,41.2,48.5286249330658,66.5745856355892,33.9622641510235,2205.55999999956,2439.999999999,1.10629499990909,1991.000000001,0.902718583943034,52.3809523808989,55.7698988827619,76.6666666666667,73.518666666652,"Marquette",3,28,78.3928571429,27.2142857143,56.25,5.78571428571,15.25,18.1785714286,23.6071428571,13.1071428571,24.0714285714,16.3214285714,13.5714285714,6,3.64285714286,18.6428571429,23,67.6785714286,37.1785714285,48.3809523809778,77.0045385781731,37.9391100702295,1878.83999999987,2195.0000000012,1.16827404143054,2030.357142858,1.08064398397849,53.5238095238311,58.8206920208008,82.1428571428571,67.101428571424,1
2003,"Texas",1,28,78.8571428571,28,62.4285714286,5.85714285714,16.7857142857,17,23.7857142857,16.1785714286,26.1428571429,14.5,13.4285714286,6.39285714286,3.85714285714,20.3571428571,22,68.6785714286,42.3214285715,44.8512585812152,71.4714714715144,34.8936170212893,1964.04000000062,2207.9999999988,1.12421335614249,1991.6785714294,1.01407230577217,49.5423340960849,54.0900717280927,78.5714285714286,70.144285714308,"Syracuse",3,29,80.1034482759,29.2413793103,62.2068965517,5.24137931034,15.8620689655,16.3793103448,23.6206896552,14.3103448276,26.8965517241,14.9655172414,13.6206896552,8.31034482759,7.27586206897,16.5862068966,24,69.8965517241,41.2068965517,47.0066518846468,69.3430656932329,33.043478260875,2085.40000000005,2323.0000000011,1.11393497650381,2026.9999999989,0.971995780185503,51.2195121950659,55.1676641018686,82.7586206896552,71.910344827588,0
2004,"Duke",1,32,79.75,27.5625,58.46875,7.1875,19.53125,17.4375,23.84375,13.40625,22.84375,14.25,14.1875,9.34375,6.8125,18.71875,27,64.96875,36.25,47.1405665419562,73.132372214941,36.8,2231.72,2552,1.14351262703206,2143.96875,0.960679991217536,53.2870122928915,57.8233758700696,84.375,69.74125,"Connecticut",2,33,79.0909090909,30.1212121212,62.6363636364,6.39393939394,15.9696969697,12.4545454545,20.2121212121,15.303030303,29.4848484848,18.2424242424,13.7878787879,6.15151515152,8.72727272727,16.0606060606,27,63.9393939394,44.7878787878,48.0890179002914,61.6191904046374,40.0379506641328,2310.48000000259,2609.9999999997,1.12963540043488,2110.0000000002,0.913230151309612,53.1930333816629,55.2853656883073,81.8181818181818,70.014545454624,0
2004,"Oklahoma St",2,29,78.2068965517,28.8965517241,56.3448275862,4.8275862069,12.7586206897,15.5862068966,22.4137931034,11.3793103448,24.1724137931,16.0689655172,13.4482758621,7.86206896552,3.58620689655,19.4137931034,26,63.8965517241,35.5517241379,51.2851897184212,69.5384615388267,37.8378378377319,1980.00000000088,2267.9999999993,1.14545454545368,2044.6896551712,1.0326715430153,55.569155446699,59.0625000000069,89.6551724137931,68.275862068996,"Georgia Tech",3,32,78.0625,27.4375,58.375,7.25,19.375,15.9375,23,11.375,26.09375,15.78125,15.46875,8.84375,4.84375,21.21875,23,67.28125,37.46875,47.0021413276231,69.2934782608696,37.4193548387097,2322.84,2498,1.07540769058566,2153,0.926882609219748,53.2119914346895,56.9840864296664,71.875,72.58875,0
2005,"Illinois",1,33,77.4242424242,28.1515151515,57.6060606061,8.69696969697,21.7878787879,12.4242424242,17.1515151515,10.9696969697,23.3939393939,18.5757575758,11.1212121212,7.63636363636,3.42424242424,15.5151515152,32,60.1212121212,34.3636363636,48.869016307147,72.4381625439863,39.9165507649139,2155.04000000058,2554.9999999986,1.18559284282329,1983.9999999996,0.920632563664278,56.4176749078786,59.4174992092546,96.969696969697,65.30424242426,"Louisville",4,31,80.5483870968,26.5483870968,57.1290322581,9.64516129032,23.9032258065,17.8064516129,24.4516129032,12.7096774194,26.4193548387,15.935483871,14.3870967742,9.06451612903,3.93548387097,18.5806451613,27,62.6451612903,39.1290322581,46.4709203839802,72.8232189974251,40.35087719289,2156.51999999955,2497.0000000008,1.15788399829416,2067.2903225799,0.958623301699188,54.9124788255311,59.3246916161384,87.0967741935484,69.565161290308,1
2005,"North Carolina",1,31,88.7741935484,30.4516129032,61.3548387097,7.38709677419,18.4516129032,20.4838709677,27.8709677419,13.7741935484,26.5483870968,19.3225806452,16.6774193548,10.3870967742,3.83870967742,18.1290322581,27,70.2580645161,40.3225806452,49.6319663511489,73.4953703703135,40.0349650350018,2372.15999999862,2752.0000000004,1.16012410630059,2177.9999999991,0.918150546337671,55.6519453206496,60.2937567918143,87.0967741935484,76.521290322536,"Michigan St",5,28,78.0714285714,27.7142857143,55.8928571429,6.85714285714,19.0357142857,15.7857142857,20.3571428571,11.8571428571,24.1785714286,17.8571428571,13.8571428571,7.71428571429,2.67857142857,19.2857142857,22,63.3571428571,36.0357142857,49.5846645367288,77.5438596492159,36.0225140713066,1871.80000000067,2185.9999999992,1.16785981408185,1964.0714285701,1.04929555965883,55.7188498402359,60.1938539486285,78.5714285714286,66.850000000024,1
2006,"Florida",3,33,79.2727272727,27.6363636364,54.3939393939,7.39393939394,18.7575757576,16.6060606061,22.6060606061,10.6060606061,24.6363636364,17.0303030303,14.8787878788,8.0303030303,4.93939393939,16.1212121212,27,64.7878787879,35.2424242425,50.8077994430006,73.4584450402607,39.4184168012447,2264.23999999837,2615.9999999991,1.15535455605456,2138.0000000007,0.944246192984064,57.6044568246217,61.6039637535087,81.8181818181818,68.613333333284,"George Mason",11,30,69.4,25.7333333333,53.2,5.93333333333,16.8666666667,12,17.9666666667,10.1,24.8,15.1666666667,13.2,7.3,3.53333333333,15.4,23,58.8333333333,34.9,48.3709273182331,66.7903525045143,35.1778656125589,1926.16000000044,2082,1.08090708975346,1941.4999999989,1.00796403206299,53.9473684209868,56.7871871522262,76.6666666666667,64.205333333348,1
2006,"UCLA",2,33,68.5757575758,24.3939393939,50.7575757576,6.27272727273,17.5757575758,13.5151515152,19.2121212121,10.8787878788,22.0909090909,14.0606060606,14.5454545455,5.63636363636,2.75757575758,16.1515151515,27,59.1212121212,32.9696969697,48.0597014924367,70.3470031549042,35.6896551723432,2074.96000000159,2263.0000000014,1.09062343370458,1950.9999999996,0.940259089330928,54.2388059700484,57.9080431534123,81.8181818181818,62.877575757624,"LSU",4,30,74.7666666667,27.7,58.2666666667,4.33333333333,12.8333333333,15.0333333333,21.5,13.9,26.3333333333,15.7333333333,15.5666666667,8.46666666667,6.26666666667,15.6666666667,22,65.2333333333,40.2333333333,47.5400457665632,69.92248062,33.7662337662955,2081.800000002,2243.000000001,1.07743299068059,2152.6999999989,1.03405706599905,51.2585812356658,55.1973619450708,73.3333333333333,69.3933333334,1
2007,"Florida",1,34,79.3235294118,28.5588235294,54.2058823529,7.17647058824,17.5882352941,15.0294117647,22.0882352941,11.0882352941,26.0882352941,15.7647058824,14,7.08823529412,4.82352941176,15.6764705882,29,61.5588235294,37.1764705882,52.6858383071263,68.0426098535564,40.802675585352,2272.43999999894,2697.0000000012,1.18683001531502,2092.9999999996,0.921036419003617,59.3054801953614,62.0445008834673,85.2941176470588,66.836470588204,"UCLA",2,30,71.9666666667,26.7333333333,55.6333333333,6.8,18.5,11.7,18.0333333333,11.0666666667,21.8333333333,14.6,12.2,7.36666666667,3.3,16,25,60.5666666667,32.9,48.0527261833122,64.8798521258131,36.7567567567568,1941.03999999756,2159.000000001,1.11229031859401,2059.2666666678,1.06090892854881,54.164170161746,56.6060491652674,83.3333333333333,64.701333333252,1
2007,"Ohio St",1,33,73.6363636364,26.2727272727,55.696969697,7.45454545455,20.5151515152,13.6363636364,19.6060606061,11.1818181818,24.5151515152,15.5757575758,11.7575757576,6.81818181818,5.93939393939,13.5757575758,30,60.1515151515,35.696969697,47.1708378671724,69.5517774343579,36.33677991131,2141.68000000297,2430.0000000012,1.13462328639098,1984.9999999995,0.926842478800169,53.8628944504155,57.2389620668071,90.9090909090909,64.899393939484,"Georgetown",2,32,68.46875,24.5,48.375,6.28125,17.15625,13.1875,18.375,10.75,22.53125,14.34375,13.75,5.21875,5.03125,16.5,26,56.875,33.28125,50.6459948320413,71.7687074829932,36.6120218579235,1902.72,2191,1.1515094180962,1876.875,0.98641681382442,57.1382428940568,60.6347414098477,81.25,59.46,1
